tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,1OezctgR87Y5Xhl3XRlF1JXHIpox2ziHEuWcK_8Ws1J2Lww,나영 누나 fan,212,79,63,False,False,True,False
GRANDMASTER,ijkJkoflzeq2LcuwclKhNMp-uouC5tlklqw3dEnWTRnY25w,수면의 왕,204,65,52,False,False,False,False
GRANDMASTER,62KovcamxDllxCRO59G7IrflFI1KGqHIB97nDhL6aDLC7NQ,LunaIina,208,89,69,False,False,True,True
GRANDMASTER,zGeq7N4k8GN14DQHsUCbpicS6BHflksa9EwcVcTUAO4UwAk,doujianghuimiau,372,117,93,False,False,True,False
GRANDMASTER,1v0FYyeF_sn3idk2e6jSIYV9zRSVL4EYOUlFSzEvYz1wH4M,파 고,337,107,92,False,False,False,False
GRANDMASTER,hDtbsXwS7cGfhXUJCC3SS0dE76EoXhKqukOFgg2E47qugyrZ,Pier0,355,164,161,False,False,False,False
GRANDMASTER,_FGZeENiaNHaTTo_pKlBYD8UgYqphSnZmm-NYV5RUC9dHXEz9xk3vmVIgQ,ra66it,374,113,93,False,False,False,True
GRANDMASTER,3OTlf0vfp_n9Miv4UoCtjfwvs8HcuR7rciYNnX2PBiMjHe2jl98gIpRNyg,BZZZIII,292,87,59,False,False,False,False
GRANDMASTER,qJ0NDES3SCzs1aPGhRuv01Qh4lR8IcGEZhF_j604GqDeQjh9pv-O6l6IJQ,지응성,305,56,43,False,False,False,False
GRANDMASTER,nqk_0AbCt6H_xg7V0nku2Q39y227fodqzsqx5l-AKAgjrGfPHMY931UNvg,AF Rose,238,132,124,False,False,False,True
GRANDMASTER,Mw_PdehrGyPYLV1harz6m0XDxdN8x0E9ktdwnzNGcvJ_2Q,아이번애호가,207,78,56,False,False,True,True
GRANDMASTER,Xc75FVU1DoDY5uNoQ_ZjClj-Q4Jp2njn2SwShw59TbgQwfQ,asdqwezxcl,263,91,71,False,False,True,False
GRANDMASTER,IsfXEWH4i4ciWhYM2g7SXdyhM4pIy08NbOF31JK5omaGjg,콩팥강도,270,86,61,False,False,True,False
GRANDMASTER,mdEVD7XPDTF8Qqqq6szpkovuKMB7GE-WAUCpu30kvh2G7J4,Alz4r Takkarsen,200,107,80,False,False,True,False
GRANDMASTER,hB3nFBTIkGKsyAMKQN6H8tZ8Yn_omcGTJT-rKocp-Om2kUVNw2ou616Kwg,영원한 신,271,102,73,False,False,False,False
GRANDMASTER,TT7AOW80Ljx07Sf2o33DN04GQXyydNOTAxdzW-CGJ5n-_sCSinLJDG1Xag,R3membrance,216,68,44,False,False,True,False
GRANDMASTER,Y8311ofeHHCpopEGeQVszlTSW6LslC1qhdHSZtn9f9F9hf8,호우시우보,208,40,32,False,False,True,False
GRANDMASTER,dhhfvDYCINekcIpyxd6ppbiHMFETF7sZmSQQ0xYouUhjW7w,화려하게 살거야,356,57,37,False,False,False,False
GRANDMASTER,HLrF63HmJCAe-j_T0XOtNm3geJ2SZ64lajACpqWOcnX5flCm7b3CPl1T-Q,huazouye,305,87,64,False,False,True,False
GRANDMASTER,lYfNdTlkyom-nusmtBpqEj49lJFxlybNKokTl-ZBzLuKqrsQkl_fvkA80w,Zumayusi3,177,179,154,True,False,False,False
GRANDMASTER,NAnVNDA9N4ITEaC5aSj70kZP__9KlCXCU83HzZZVZgnTGBxPbxV4CZ_LQQ,Daye2,278,219,207,False,False,True,True
GRANDMASTER,UZGgrG3fXZSJx0BEbPYvQ7NN6sh2-U0CgpGZoI9fLhUMunYZf0Lt1P53SA,T1 포톤,407,90,80,False,False,False,False
GRANDMASTER,ZKkYvr9TpD5IHZmpm6celqtSaGPqLL_CQ1xLGTTBYxlgnes,아아스크림,362,132,132,False,False,False,False
GRANDMASTER,gBcjPKLO5udpSkjOxIl2ZDWenrC1AVio2noGbNC6mEiN-ek,emo kid,477,165,143,False,False,True,False
GRANDMASTER,UEQYnXjUtSc4xAgplnzw0YBqldF5lFaptdJKuYP7zaeVvF1Y,평범한 숟가락,521,179,157,False,False,True,True
GRANDMASTER,wLCRWWAiuz7QgaDUq9BBIEQxKJ_4vln6NxoXOOJ4BQ_mw20,전종진이다,286,76,57,False,False,False,True
GRANDMASTER,C6xfcIA4Yba_jqurYb0HKtD9GYWLrgB9WERHPx8oEyrOzBmdGeV4WQ-log,저MMR고실력자,253,67,58,False,False,False,False
GRANDMASTER,AwIts8yoB0qDayGcFvN4sufpjUDoGHMXGoJzCqARqbOUGTk,왁물원 침팬치1,245,103,90,False,False,False,False
GRANDMASTER,0zPBIUBgLI3XefMK2Pn6dMiOuCQYINI-VUa4Nt_p1uJvdYqnSCI705PpBw,잘해질게요,304,168,156,True,False,False,False
GRANDMASTER,KynZvE_Fz33CltWPNF5_67KYUi-QxFDh-_B3GGT8Kunirds,Clever9,393,138,122,False,False,True,True
GRANDMASTER,dsGrbwaFsFuriPSyj2UAzLXowQoVeA1_O5Dyz_9oXO7Uer5SfOIJ4Wh4TA,Songxingyao,249,88,70,False,False,True,False
GRANDMASTER,0MA5GpsEWdEwrHEIkKJTOhpKVx8KWw7j1fXM5ZvADWIJkZE,애디는말안두뤄,341,128,122,False,False,False,False
GRANDMASTER,q2psTfZoyFBZgSow8fXJOFNsRc8PfHfjgu7bTpoV85BFIwM,엉아가조타,292,74,47,False,False,True,False
GRANDMASTER,csvE9oNwR0qfmyV6dWuw8hNzvBAxa4-vUJnjonBuCyj1Oxo,트위치티비호붕이,394,105,84,False,False,True,True
GRANDMASTER,jjOgZ4vLCySuGEx1FZGYb8snO1IhS46Pa1oN9V38KuXmy-PNiuueP-n_Xg,chebaby,205,71,48,False,False,True,False
GRANDMASTER,ebC1JFYeA1bWUzSetH0PdQHmFZKSoOwVF52LFq8dqVMEqvxOICz-ClYXxg,믜 진,200,211,191,False,False,True,False
GRANDMASTER,ORy7Pqq0rzZm95kTHCDQbBtjgW2id4iJoK3mUYcdkwM3jYM,주도피아,163,134,124,False,False,True,False
GRANDMASTER,9vt6I5txv4opetAdFKm4pcsdTTFoYYF06wC2z3-wFAV-bsA,마레리트,216,40,26,False,False,True,True
GRANDMASTER,yaFPNsEVCvGpLcZjGGQyExzdSuDjwxwvZQIyNn2cApNCtdFCzgeIMX2Grg,LVLVLVLVLVLV,242,73,52,False,False,True,False
GRANDMASTER,q7KbWaHdjGX3ueFYxGEvFFLTS84d2xZnXgHSYA9SAdueho0,emo kld,324,119,103,False,False,True,False
GRANDMASTER,OBz9tf5q7Gi8gfgJG7-lmlzeEFyT8CuH-vDmtmbCS6swW9xIkig2ITztJQ,즐겜계정09,200,174,131,False,False,True,False
GRANDMASTER,ZElNaSvRUwRN2PUv_7VUtdUUHadW4GaObMW4zPov65G-nA,꽃이 흩날리던 봄,244,90,78,False,False,False,False
GRANDMASTER,M9VGpSIpNE75M8gjCrwq7ZoGiQiHijHx96T9CjPbYz6B7JV2dnDLCJA9UQ,IGqxz1378038730,363,124,101,False,False,True,True
GRANDMASTER,kjS_6u5A9b9EtfWwnBu3h7LFXu8luXiyv_rBo3kq8DlYhWfM328ugb6SMg,찬구형1,349,130,125,True,False,False,False
GRANDMASTER,_-VllBrkOBTriK9IYJCPAK1gEvM-EdtQFkhLRACz08v3at9y3BR67FBdEg,문세훈팬보이,349,280,235,False,False,True,False
GRANDMASTER,UAUd90ZXl0HA4sT0V1tkacI7WtIx0Vo8-U9gh9BA6raGSy8,어쩔카정,243,107,96,False,False,True,True
GRANDMASTER,NZ9jI15Rrs2BMup9gb-KvZv8MgUUdWsfv9Toc8BExONWNIM,Zrs,366,62,45,False,False,False,True
GRANDMASTER,Eus4ripehc_9COtN_Ww7Fa-mESK6H6gJ_cb1f0And1X8AgJtMifmMeAuDQ,청포도육포,360,103,80,False,False,True,False
GRANDMASTER,yAN0Td5zb3WCjFzvom7cXJ44paevmr4HtHvqItkFZgC6l1s,혜지태현,203,129,96,False,False,True,True
GRANDMASTER,j1W4S2xMqD0kLm36HjEVLipmkwBQ33YepY8OUKSZG_8a8-w,연세현,203,67,51,False,False,True,False
GRANDMASTER,k94lFTQ19P8sdhX5H22ifydHI9qsS-vOO4mCwIx1rVY945M,6두콩,405,61,42,False,False,False,False
GRANDMASTER,k36fjMxRVTWF9_SuQKOtFmo6rxoMPMbkPpH6vXC4qLafvA,단군의청춘부재,425,92,78,False,False,False,False
GRANDMASTER,4q-X6RvunK9gUhO4WJ7FM3VSNOAoxXKrgcLdvTZLrTuCcEU,teamluckkK,408,123,113,False,False,True,False
GRANDMASTER,5CHOAN0kPwpe2-ydPNSVr6NvnIlN3gCwQEHaRBBR8OzroOY,AFTV 문성규,291,95,57,False,False,True,False
GRANDMASTER,d_zZ_C4z8JBwSgLSiuA48GMJvrUx33Ucqn0ul6Xe-FvJUdI,LSB Winter,342,89,82,False,False,False,True
GRANDMASTER,RHnzqW_5yMKNOMedNtkFHAi-s1gf2J_Ei9hCg2u5KcanXnU,독기품기,304,46,20,False,False,True,True
GRANDMASTER,g_QM55Y1BqkFjIvH_W6q6hWMYyzkgPbUP5xEnmxs39kczrA,Game Changer,240,65,49,False,False,False,False
GRANDMASTER,ZkPMW9aXP_9jfb6wG8HcjBA8eZyXlmDLelsIxcEYUiAHw8zPWTys0fUmwQ,hahahh,422,147,128,False,False,True,False
GRANDMASTER,6Kqqbhk6xiEMCZvsIuPoatNUAAzBWjzGLovtj-2QsqaWizP4xoqYFfOidg,ztilly,241,183,165,False,False,True,False
GRANDMASTER,grQahNUJWuwqyAEebWtM8c1KUMBqMS1K0C983lDopGtm3kqAqx1IbAoKUw,Cisum,354,147,130,False,False,False,False
GRANDMASTER,w-lA7Dcv07ZPassPQUbjCD1Vl3Xpq0Q96WoncnX2pkBQl-s,미스포츈외길인생,217,159,152,False,False,True,False
GRANDMASTER,p87_Cto4Z1zHGKq6UZE4gugGbxu1_zT9fY2XUGtCIT6koQ,pilotl0l,287,100,89,False,False,False,False
GRANDMASTER,lvq7suq5y3XA7YWb-69lCGk9d3UMFmOE01qV5r6CA_e85zR-UQtqBZAIEQ,xiao ke tang,370,109,87,False,False,False,False
GRANDMASTER,cuSmvVdoietWAuG0UHr5YnQXOiQ7PZJYmUTp6mrhBrUiowJ_jvJfoPQpRA,살퀸레,300,99,89,False,False,True,True
GRANDMASTER,BFgIhbymlpAFhrXlFP7RbsMxPnQnClolhjOkCSwxAHTmVTg,LaP1s,204,136,125,False,False,True,True
GRANDMASTER,dguJLHdrG2MTZDq3Fr_LE0g_jQkRLWBsJ7zPaArIpNG29BM,노력 집념 열정,437,60,37,False,False,False,False
GRANDMASTER,si3oVbM16wYrt69b1Y6Mi2MegLn5cieAHdADrQzP0cGR8iI,시이나 따히루,294,69,68,False,False,True,False
GRANDMASTER,3-xjnSD1r84xSqnCF2TdPBfiWLXN8SA2oDBZfjWcRilBxQD5r-LaGcPeAw,dalongmeil,326,78,52,False,False,True,False
GRANDMASTER,_Cs1HP-CyDp6ql29G_dy-XXflbqJuVNIXzkKJT8w8eTT8Q,바 드 본 좌,281,88,72,False,False,True,False
GRANDMASTER,87-NVQ4EP1nVGlb6EbpVQDfh4dsZ_jOW1UOp9yNprF2RmYE,enrage1,251,105,96,False,False,True,True
GRANDMASTER,KI0VPOSjEXkv1InagguY5rN5ipIlCXYRGlVN8q5R6FEfvvQobNPnISOjNg,네 화났어요,295,79,50,False,False,True,False
GRANDMASTER,QLrpqXk8RPEwBF_5DidgOSZyyrG61jZzXUlSRhKGEY-rUM6hbbTt-POFXA,김수영,234,103,87,False,False,False,False
GRANDMASTER,AEOQjRcaUryyXHUaN3fTS48f2irwrjnKTLBxWxgAEuxhv8PhNnd21Gtd9w,Duran1,312,185,145,True,False,False,False
GRANDMASTER,lxaT57FeCIIbyCvKVDqyGiN13QYwCyG_zvwLbO4YgLqIZOk,kukukukuku,341,114,95,False,False,True,True
GRANDMASTER,ghpa9v4Swp3Z8OP_wJh2UWBQzCsHU7DvQrp9saTrLGmhowDm,FIips,287,136,120,True,False,False,False
GRANDMASTER,_eBIIakMVyX7wOeTJ5ddVmz3ERm1FrGK61ZppAHR2nv7FzU,skuzhiwanjiaOwO,279,145,130,False,False,True,False
GRANDMASTER,dKxF1m_0VmeovQv9Z-5Th6ohgH54EJFL4Ih7304Dy-OgF_ulSEjWdCq3qw,pinzpinz,214,95,84,True,False,False,False
GRANDMASTER,5rsqoCD7ycKVezo9RRzbLj1RH40A-auuz7ubDP-vPb4_5Uk,군대가기시러,234,121,117,False,False,False,False
GRANDMASTER,sg5BRUxavOlM5fMN_nbVNt4vtuYMeNAMXGefEHhuQ3148hlg6NguT5sFGw,111222334,492,66,32,False,False,True,False
GRANDMASTER,oadBeXKHu6vEEBKqpZ22GVDXcEenzu38HVeQmYc_FJvQxXc,T1 Dal,323,142,129,False,False,False,False
GRANDMASTER,DtqF2WxCJqeiAM1HnGJc68lWh1_0UTnP8gf1YOh7l4vh3w,FisH95,217,98,84,False,False,True,False
GRANDMASTER,tqMytjQU2XvcFEs22idz21cAWV7bYP0LccLboax-9wta5dMKnm0L8aVHUw,wobushigegeouo,225,69,39,False,False,True,False
GRANDMASTER,3t_UY5UX2aPQDntqA2S8YSEuBofDQaueO7oPDN4I_64C78g,동냥아치,381,128,111,True,False,False,False
GRANDMASTER,ofQc2Bknlx_DMnB2TwWEZunNVu0BE6p5-sFCbpzCu0XGuDA,wobulijie,146,96,94,False,False,True,False
GRANDMASTER,7ml8QY40K4a5_apxkAvKVkLMtjub0Qxuh_aTUDgHSIhJuNCcycocaNGyQA,OMGzhao619275291,331,158,122,False,False,True,False
GRANDMASTER,BJT_YB_YVGjnUzg2ledmxMZNzGid2Evj16XEoy-qTZgHXv4,2001 03 15,237,59,49,False,False,True,False
GRANDMASTER,bAiExWVHOpe4O8nKNPTfIywsAeSxbvcGTl164krl1hzZxOjf,Mg mid,449,195,182,False,False,True,True
GRANDMASTER,LMTE7i7OUqJ5ieS2xB6mA_UpaJMUDKo6o_7Mct2eICFEhGc,암살자무서워요,350,75,69,False,False,False,False
GRANDMASTER,pNhCb5yBoYoU9zFQCHIyIuPXMQPxotjPZa4Ldjnh4A5jOek,석효신의 방패,252,166,151,False,False,True,False
GRANDMASTER,ADY0-q2dZviBw-XFcvcpUKIaqL6wquTJ0vpe3mgS8-jD_g,Naehyun,310,141,136,False,False,True,True
GRANDMASTER,H4T7qRlA3kyeS-HMZenYBZBYly4Lj4VPVVTkhnxYDg6_OPWmCuBhG96ZjA,s1eepyhead,333,103,73,False,False,True,False
GRANDMASTER,ZM5uFpeQPiDFfPsSn5CFjj5jw_JPbF5PRfMD0U0wpgFoZvw,오리지널찰떡쿠키,230,52,39,False,False,False,False
GRANDMASTER,CWVezLn5qnUGlBewIycOJzB-fSwfMIOp85tBpxcrumR_QXyiWmOUpKLlxg,Love SaintDiana,453,225,215,False,False,True,False
